locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCGOOAAK_01204	CDS	978	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PCGOOAAK_01205	CDS	1536				hypothetical protein
PCGOOAAK_01206	CDS	1911	fcl_1	1.1.1.271		GDP-L-fucose synthase
PCGOOAAK_01207	CDS	1620		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
PCGOOAAK_01208	CDS	1113				hypothetical protein
PCGOOAAK_01209	CDS	468				hypothetical protein
PCGOOAAK_01210	CDS	285				hypothetical protein
PCGOOAAK_01211	CDS	1569				hypothetical protein
PCGOOAAK_01212	CDS	186				hypothetical protein
PCGOOAAK_01213	CDS	2010	btuB_3		COG4206	Vitamin B12 transporter BtuB
PCGOOAAK_01214	CDS	1152				hypothetical protein
PCGOOAAK_01215	CDS	1047				hypothetical protein
PCGOOAAK_01216	CDS	1476				hypothetical protein
PCGOOAAK_01217	CDS	1308				hypothetical protein
PCGOOAAK_01218	CDS	945	oxyR			Hydrogen peroxide-inducible genes activator
PCGOOAAK_01219	CDS	246				hypothetical protein
PCGOOAAK_01220	CDS	366				hypothetical protein
PCGOOAAK_01221	CDS	1227	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
PCGOOAAK_01222	CDS	480		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
PCGOOAAK_01223	CDS	717	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
PCGOOAAK_01224	CDS	2463	priA	3.6.4.-		primosomal protein N'
PCGOOAAK_01225	CDS	984	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
PCGOOAAK_01226	CDS	594				hypothetical protein
PCGOOAAK_01227	CDS	2286				hypothetical protein
PCGOOAAK_01228	CDS	1398	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
PCGOOAAK_01229	CDS	711	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PCGOOAAK_01230	CDS	1035	ltaE	4.1.2.48		Low specificity L-threonine aldolase
PCGOOAAK_01231	CDS	531	yrdA		COG0663	Protein YrdA
PCGOOAAK_01232	CDS	945				hypothetical protein
PCGOOAAK_01233	CDS	1311				hypothetical protein
PCGOOAAK_01234	CDS	1227	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
PCGOOAAK_01235	CDS	783	carD_2	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
PCGOOAAK_01236	CDS	1200	carE_2	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
PCGOOAAK_01237	CDS	1131				hypothetical protein
PCGOOAAK_01238	CDS	1092	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
PCGOOAAK_01239	CDS	795	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
PCGOOAAK_01240	CDS	1368				hypothetical protein
PCGOOAAK_01241	tRNA	78				tRNA-Ile(gat)
PCGOOAAK_01242	tRNA	75				tRNA-Ala(tgc)
PCGOOAAK_01243	CDS	852	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PCGOOAAK_01244	CDS	879				hypothetical protein
PCGOOAAK_01245	CDS	381	ytrA		COG1725	HTH-type transcriptional repressor YtrA
PCGOOAAK_01246	CDS	1221	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
PCGOOAAK_01247	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PCGOOAAK_01248	CDS	2058				hypothetical protein
PCGOOAAK_01249	CDS	2868	lacZ_9	3.2.1.23		Beta-galactosidase
PCGOOAAK_01250	CDS	1458	exuT			Hexuronate transporter
PCGOOAAK_01251	CDS	921	kduI	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
PCGOOAAK_01252	CDS	1392	gatC		COG3775	PTS system galactitol-specific EIIC component
PCGOOAAK_01253	CDS	411				hypothetical protein
PCGOOAAK_01254	CDS	2334	topA	5.6.2.1	COG0550	DNA topoisomerase 1
PCGOOAAK_01255	CDS	525	aroK	2.7.1.71	COG0703	Shikimate kinase
PCGOOAAK_01256	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PCGOOAAK_01257	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PCGOOAAK_01258	CDS	510	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
PCGOOAAK_01259	CDS	480				hypothetical protein
PCGOOAAK_01260	CDS	279				hypothetical protein
PCGOOAAK_01261	CDS	603	lysO_2		COG2431	Lysine exporter LysO
PCGOOAAK_01262	CDS	96				hypothetical protein
PCGOOAAK_01263	CDS	2466		5.1.1.1		Alanine racemase
PCGOOAAK_01264	CDS	987				hypothetical protein
PCGOOAAK_01265	CDS	1908	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
PCGOOAAK_01266	CDS	1338	trkA		COG0569	Trk system potassium uptake protein TrkA
PCGOOAAK_01267	CDS	1377				hypothetical protein
PCGOOAAK_01268	CDS	582				hypothetical protein
PCGOOAAK_01269	CDS	603	rnhB	3.1.26.4	COG0164	Ribonuclease HII
PCGOOAAK_01270	CDS	222				hypothetical protein
PCGOOAAK_01271	CDS	429	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
PCGOOAAK_01272	CDS	822	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
PCGOOAAK_01273	CDS	420				hypothetical protein
PCGOOAAK_01274	CDS	1233	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
PCGOOAAK_01275	CDS	3969	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_01276	CDS	1230	agaA_3	3.2.1.22		Alpha-galactosidase A
PCGOOAAK_01277	CDS	2466				hypothetical protein
PCGOOAAK_01278	CDS	3039	susC_6			TonB-dependent receptor SusC
PCGOOAAK_01279	CDS	1665				hypothetical protein
PCGOOAAK_01280	CDS	996				hypothetical protein
PCGOOAAK_01281	CDS	2004				hypothetical protein
PCGOOAAK_01282	CDS	1353				hypothetical protein
PCGOOAAK_01283	CDS	1374	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
PCGOOAAK_01284	CDS	909				hypothetical protein
PCGOOAAK_01285	CDS	2724				hypothetical protein
PCGOOAAK_01286	CDS	2448				hypothetical protein
PCGOOAAK_01287	CDS	2409				hypothetical protein
PCGOOAAK_01288	CDS	2253				hypothetical protein
PCGOOAAK_01289	CDS	1266	estD	3.1.1.1	COG1073	Esterase EstD
PCGOOAAK_01290	CDS	1860	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
PCGOOAAK_01291	CDS	849	rhaR_6			HTH-type transcriptional activator RhaR
PCGOOAAK_01292	CDS	1002	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
PCGOOAAK_01293	CDS	1302				hypothetical protein
PCGOOAAK_01294	tRNA	78				tRNA-Ile(gat)
PCGOOAAK_01295	tRNA	75				tRNA-Ala(tgc)
PCGOOAAK_01296	CDS	1170	nagA_2	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
PCGOOAAK_01297	CDS	1167	nagA_3	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
PCGOOAAK_01298	CDS	537				hypothetical protein
PCGOOAAK_01299	CDS	186	rpmF			50S ribosomal protein L32
PCGOOAAK_01300	CDS	1005	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PCGOOAAK_01301	CDS	882	era		COG1159	GTPase Era
PCGOOAAK_01302	CDS	1314	der		COG1160	GTPase Der
PCGOOAAK_01303	tRNA	85				tRNA-Leu(caa)
PCGOOAAK_01304	CDS	936				hypothetical protein
PCGOOAAK_01305	CDS	486	ftnA_1	1.16.3.2		Bacterial non-heme ferritin
PCGOOAAK_01306	CDS	681				hypothetical protein
PCGOOAAK_01307	CDS	570	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
PCGOOAAK_01308	CDS	222				hypothetical protein
PCGOOAAK_01309	CDS	183				hypothetical protein
PCGOOAAK_01310	CDS	459	resA_4			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_01311	CDS	2679				hypothetical protein
PCGOOAAK_01312	CDS	1965	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
PCGOOAAK_01313	CDS	255	rpsT		COG0268	30S ribosomal protein S20
PCGOOAAK_01314	tRNA	73				tRNA-Glu(ttc)
PCGOOAAK_01315	CDS	117				hypothetical protein
PCGOOAAK_01316	CDS	516				hypothetical protein
PCGOOAAK_01317	CDS	726	recO			DNA repair protein RecO
PCGOOAAK_01318	CDS	450	yqeY		COG1610	putative protein YqeY
PCGOOAAK_01319	CDS	1311	ftsZ			Cell division protein FtsZ
PCGOOAAK_01320	CDS	1578	ftsA			Cell division protein FtsA
PCGOOAAK_01321	CDS	738				hypothetical protein
PCGOOAAK_01322	CDS	1377	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PCGOOAAK_01323	CDS	1131	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PCGOOAAK_01324	CDS	1251	mrdB_2	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
PCGOOAAK_01325	CDS	1332	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
PCGOOAAK_01326	CDS	1269	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PCGOOAAK_01327	CDS	1458	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PCGOOAAK_01328	CDS	2124	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PCGOOAAK_01329	CDS	348				hypothetical protein
PCGOOAAK_01330	CDS	936	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PCGOOAAK_01331	CDS	819				hypothetical protein
PCGOOAAK_01332	CDS	990				hypothetical protein
PCGOOAAK_01333	CDS	1332	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
PCGOOAAK_01334	CDS	435	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
PCGOOAAK_01335	CDS	1785	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
PCGOOAAK_01336	CDS	834				hypothetical protein
PCGOOAAK_01337	CDS	1311			COG4942	putative protein
PCGOOAAK_01338	CDS	3816				hypothetical protein
PCGOOAAK_01339	CDS	1065	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
PCGOOAAK_01340	CDS	1815		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
PCGOOAAK_01341	CDS	1116	prfB		COG1186	Peptide chain release factor RF2
PCGOOAAK_01342	CDS	141				hypothetical protein
PCGOOAAK_01343	CDS	507		3.6.1.25	COG2954	Inorganic triphosphatase
PCGOOAAK_01344	CDS	504	sigH		COG1595	ECF RNA polymerase sigma factor SigH
PCGOOAAK_01345	CDS	396				hypothetical protein
PCGOOAAK_01346	CDS	1374				hypothetical protein
PCGOOAAK_01347	CDS	897				hypothetical protein
PCGOOAAK_01348	CDS	1530	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
PCGOOAAK_01349	CDS	963				hypothetical protein
PCGOOAAK_01350	CDS	570	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
PCGOOAAK_01351	CDS	1335	xanP		COG2233	Xanthine permease XanP
PCGOOAAK_01352	CDS	552				hypothetical protein
PCGOOAAK_01353	CDS	1578				hypothetical protein
PCGOOAAK_01354	CDS	1347	ampG_1		COG0477	Anhydromuropeptide permease
PCGOOAAK_01355	CDS	972		2.4.1.320	COG2152	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
PCGOOAAK_01356	CDS	2229				hypothetical protein
PCGOOAAK_01357	CDS	816	tatC2		COG0805	Sec-independent protein translocase protein TatCy
PCGOOAAK_01358	CDS	225	tatA			Sec-independent protein translocase protein TatA
PCGOOAAK_01359	CDS	672				hypothetical protein
PCGOOAAK_01360	CDS	570				hypothetical protein
PCGOOAAK_01361	CDS	3798	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
PCGOOAAK_01362	CDS	318	trxA		COG0526	Thioredoxin
PCGOOAAK_01363	CDS	336				hypothetical protein
PCGOOAAK_01364	CDS	1254				hypothetical protein
PCGOOAAK_01365	CDS	156				hypothetical protein
PCGOOAAK_01366	CDS	2025				hypothetical protein
PCGOOAAK_01367	CDS	774	btsR_1		COG3279	Transcriptional regulatory protein BtsR
PCGOOAAK_01368	CDS	1548		3.1.6.-	COG3119	Endo-4-O-sulfatase
PCGOOAAK_01369	CDS	1233		3.2.1.-		Unsaturated glucuronyl hydrolase
PCGOOAAK_01370	CDS	4164	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_01371	CDS	1542		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
PCGOOAAK_01372	CDS	339	yciH		COG0023	putative protein YciH
PCGOOAAK_01373	CDS	654	rex		COG2344	Redox-sensing transcriptional repressor Rex
PCGOOAAK_01374	CDS	618	ycgM		COG0179	putative protein YcgM
PCGOOAAK_01375	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PCGOOAAK_01376	CDS	996				hypothetical protein
PCGOOAAK_01377	CDS	690				hypothetical protein
PCGOOAAK_01378	CDS	321	sufT			Fe-S protein maturation auxiliary factor SufT
PCGOOAAK_01379	CDS	774	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
PCGOOAAK_01380	CDS	1041	iolC_1	2.7.1.92		5-dehydro-2-deoxygluconokinase
PCGOOAAK_01381	CDS	1200	ackA	2.7.2.1	COG0282	Acetate kinase
PCGOOAAK_01382	CDS	1011	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
PCGOOAAK_01383	CDS	351				hypothetical protein
PCGOOAAK_01384	CDS	696	yohK		COG1346	Inner membrane protein YohK
PCGOOAAK_01385	CDS	894				hypothetical protein
PCGOOAAK_01386	CDS	1026	eis	2.3.1.-		N-acetyltransferase Eis
PCGOOAAK_01387	CDS	780	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
PCGOOAAK_01388	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
PCGOOAAK_01389	tRNA	76				tRNA-Val(tac)
PCGOOAAK_01390	tRNA	77				tRNA-Val(tac)
PCGOOAAK_01391	tRNA	76				tRNA-Val(tac)
PCGOOAAK_01392	tRNA	76				tRNA-Val(tac)
PCGOOAAK_01393	CDS	1278				hypothetical protein
PCGOOAAK_01394	CDS	1119	dnaN_1			Beta sliding clamp
PCGOOAAK_01395	CDS	393				hypothetical protein
PCGOOAAK_01396	CDS	1290				hypothetical protein
PCGOOAAK_01397	CDS	861				hypothetical protein
PCGOOAAK_01398	CDS	510				hypothetical protein
PCGOOAAK_01399	CDS	414				hypothetical protein
PCGOOAAK_01400	CDS	564				hypothetical protein
PCGOOAAK_01401	CDS	489				hypothetical protein
PCGOOAAK_01402	CDS	744				hypothetical protein
PCGOOAAK_01403	CDS	702	queC_1	6.3.4.20		7-cyano-7-deazaguanine synthase
PCGOOAAK_01404	CDS	336	queD_1	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
PCGOOAAK_01405	CDS	546	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
PCGOOAAK_01406	CDS	594	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
PCGOOAAK_01407	CDS	492				hypothetical protein
PCGOOAAK_01408	CDS	1449				hypothetical protein
PCGOOAAK_01409	CDS	1518				hypothetical protein
PCGOOAAK_01410	CDS	1638				hypothetical protein
PCGOOAAK_01411	CDS	258				hypothetical protein
PCGOOAAK_01412	CDS	714				hypothetical protein
PCGOOAAK_01413	CDS	621				hypothetical protein
PCGOOAAK_01414	CDS	1137				hypothetical protein
PCGOOAAK_01415	CDS	333				hypothetical protein
PCGOOAAK_01416	CDS	312				hypothetical protein
PCGOOAAK_01417	CDS	456				hypothetical protein
PCGOOAAK_01418	CDS	381				hypothetical protein
PCGOOAAK_01419	CDS	591				hypothetical protein
PCGOOAAK_01420	CDS	528				hypothetical protein
PCGOOAAK_01421	CDS	210				hypothetical protein
PCGOOAAK_01422	CDS	4113				hypothetical protein
PCGOOAAK_01423	CDS	513				hypothetical protein
PCGOOAAK_01424	CDS	789				hypothetical protein
PCGOOAAK_01425	CDS	3819				hypothetical protein
PCGOOAAK_01426	CDS	306				hypothetical protein
PCGOOAAK_01427	CDS	711				hypothetical protein
PCGOOAAK_01428	CDS	6552				hypothetical protein
PCGOOAAK_01429	CDS	165				hypothetical protein
PCGOOAAK_01430	CDS	1302				hypothetical protein
PCGOOAAK_01431	CDS	504				hypothetical protein
PCGOOAAK_01432	CDS	309				hypothetical protein
PCGOOAAK_01433	CDS	459				hypothetical protein
PCGOOAAK_01434	CDS	594				hypothetical protein
PCGOOAAK_01435	CDS	570				hypothetical protein
PCGOOAAK_01436	CDS	507				hypothetical protein
PCGOOAAK_01437	CDS	204				hypothetical protein
PCGOOAAK_01438	CDS	432				hypothetical protein
PCGOOAAK_01439	CDS	414				hypothetical protein
PCGOOAAK_01440	CDS	666				hypothetical protein
PCGOOAAK_01441	CDS	147				hypothetical protein
PCGOOAAK_01442	CDS	429				hypothetical protein
PCGOOAAK_01443	CDS	531				hypothetical protein
PCGOOAAK_01444	CDS	1677				hypothetical protein
PCGOOAAK_01445	CDS	606				hypothetical protein
PCGOOAAK_01446	CDS	198				hypothetical protein
PCGOOAAK_01447	CDS	426				hypothetical protein
PCGOOAAK_01448	CDS	657				hypothetical protein
PCGOOAAK_01449	CDS	1203				hypothetical protein
PCGOOAAK_01450	CDS	960				hypothetical protein
PCGOOAAK_01451	CDS	231				hypothetical protein
PCGOOAAK_01452	CDS	303				hypothetical protein
PCGOOAAK_01453	CDS	387				hypothetical protein
PCGOOAAK_01454	CDS	261				hypothetical protein
PCGOOAAK_01455	CDS	363				hypothetical protein
PCGOOAAK_01456	CDS	393				hypothetical protein
PCGOOAAK_01457	CDS	357				hypothetical protein
PCGOOAAK_01458	CDS	438				hypothetical protein
PCGOOAAK_01459	CDS	309				hypothetical protein
PCGOOAAK_01460	CDS	915				hypothetical protein
PCGOOAAK_01461	CDS	141				hypothetical protein
PCGOOAAK_01462	CDS	642	liaR		COG2197	Transcriptional regulatory protein LiaR
PCGOOAAK_01463	CDS	948	cysK	2.5.1.47		Cysteine synthase
PCGOOAAK_01464	tRNA	74				tRNA-Met(cat)
PCGOOAAK_01465	tRNA	74				tRNA-Met(cat)
PCGOOAAK_01466	CDS	609				hypothetical protein
PCGOOAAK_01467	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PCGOOAAK_01468	CDS	672	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
PCGOOAAK_01469	CDS	1353	zraR_4		COG2204	Transcriptional regulatory protein ZraR
PCGOOAAK_01470	CDS	2529	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_01471	CDS	1326	norM		COG0534	Multidrug resistance protein NorM
PCGOOAAK_01472	CDS	1239		3.4.24.-	COG0612	putative zinc protease
PCGOOAAK_01473	CDS	840		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
PCGOOAAK_01474	CDS	1002				hypothetical protein
PCGOOAAK_01475	CDS	132				hypothetical protein
PCGOOAAK_01476	CDS	204				hypothetical protein
PCGOOAAK_01477	CDS	2727	rhaS_3			HTH-type transcriptional activator RhaS
PCGOOAAK_01478	CDS	2277				hypothetical protein
PCGOOAAK_01479	CDS	2334				hypothetical protein
PCGOOAAK_01480	CDS	795				hypothetical protein
PCGOOAAK_01481	CDS	2316				hypothetical protein
PCGOOAAK_01482	CDS	3300				TonB-dependent receptor P3
PCGOOAAK_01483	CDS	1956				hypothetical protein
PCGOOAAK_01484	CDS	1611				hypothetical protein
PCGOOAAK_01485	CDS	1200				hypothetical protein
PCGOOAAK_01486	CDS	1593				hypothetical protein
PCGOOAAK_01487	CDS	1854	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
PCGOOAAK_01488	CDS	2181	susB_2	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
PCGOOAAK_01489	CDS	3018	susC_7			TonB-dependent receptor SusC
PCGOOAAK_01490	CDS	1668	susD_1			Starch-binding protein SusD
PCGOOAAK_01491	CDS	1164	susE			Outer membrane protein SusE
PCGOOAAK_01492	CDS	819	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PCGOOAAK_01493	CDS	744	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PCGOOAAK_01494	CDS	774	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
PCGOOAAK_01495	CDS	1347	tig	5.2.1.8		Trigger factor
PCGOOAAK_01496	CDS	672	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PCGOOAAK_01497	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PCGOOAAK_01498	CDS	2184	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PCGOOAAK_01499	CDS	1476	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
PCGOOAAK_01500	CDS	1308	surA_1	5.2.1.8		Chaperone SurA
PCGOOAAK_01501	CDS	1359	surA_2	5.2.1.8		Chaperone SurA
PCGOOAAK_01502	CDS	1698	lptD_1			LPS-assembly protein LptD
PCGOOAAK_01503	CDS	297				hypothetical protein
PCGOOAAK_01504	CDS	2058	mutL			DNA mismatch repair protein MutL
PCGOOAAK_01505	CDS	1329	tolC		COG1538	Outer membrane protein TolC
PCGOOAAK_01506	CDS	1083	emrA_3			Colistin resistance protein EmrA
PCGOOAAK_01507	CDS	1659				hypothetical protein
PCGOOAAK_01508	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
PCGOOAAK_01509	CDS	1419	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PCGOOAAK_01510	CDS	1482	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
PCGOOAAK_01511	CDS	1890	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PCGOOAAK_01512	CDS	318	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PCGOOAAK_01513	CDS	516				hypothetical protein
PCGOOAAK_01514	CDS	450	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PCGOOAAK_01515	CDS	1092	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PCGOOAAK_01516	CDS	1620	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PCGOOAAK_01517	CDS	582	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
PCGOOAAK_01518	CDS	351	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PCGOOAAK_01519	CDS	444				hypothetical protein
PCGOOAAK_01520	CDS	2334	bamA_2			Outer membrane protein assembly factor BamA
PCGOOAAK_01521	CDS	4620				hypothetical protein
PCGOOAAK_01522	CDS	906				hypothetical protein
PCGOOAAK_01523	CDS	1527				SusD-like protein
PCGOOAAK_01524	CDS	2802				TonB-dependent receptor P3
PCGOOAAK_01525	CDS	1164	xerC_7			Tyrosine recombinase XerC
PCGOOAAK_01526	CDS	231				hypothetical protein
PCGOOAAK_01527	CDS	3156				TonB-dependent receptor P3
PCGOOAAK_01528	CDS	1389				hypothetical protein
PCGOOAAK_01529	CDS	1257	hflX			GTPase HflX
PCGOOAAK_01530	CDS	1992				hypothetical protein
PCGOOAAK_01531	CDS	1548	resA_5			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_01532	CDS	1644	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
PCGOOAAK_01533	CDS	927				hypothetical protein
PCGOOAAK_01534	CDS	1935	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
PCGOOAAK_01535	CDS	2040	pepO	3.4.24.-	COG3590	Neutral endopeptidase
PCGOOAAK_01536	CDS	1380				hypothetical protein
PCGOOAAK_01537	CDS	1368	oprM_2		COG1538	Outer membrane protein OprM
PCGOOAAK_01538	CDS	3144	bepE_2			Efflux pump membrane transporter BepE
PCGOOAAK_01539	CDS	1122	mdtE_1			Multidrug resistance protein MdtE
PCGOOAAK_01540	CDS	1014				hypothetical protein
PCGOOAAK_01541	CDS	711	natR		COG3279	Transcriptional regulatory protein NatR
PCGOOAAK_01542	CDS	705	lytR_1		COG3279	Sensory transduction protein LytR
PCGOOAAK_01543	CDS	1032				hypothetical protein
PCGOOAAK_01544	CDS	2775				hypothetical protein
PCGOOAAK_01545	CDS	312				hypothetical protein
PCGOOAAK_01546	CDS	2070				hypothetical protein
PCGOOAAK_01547	CDS	639	rcsB		COG2197	Transcriptional regulatory protein RcsB
PCGOOAAK_01548	tRNA	76				tRNA-Pro(ggg)
PCGOOAAK_01549	CDS	1062	aroB	4.2.3.4		3-dehydroquinate synthase
PCGOOAAK_01550	CDS	408				hypothetical protein
PCGOOAAK_01551	CDS	2886				hypothetical protein
PCGOOAAK_01552	CDS	1434	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
PCGOOAAK_01553	CDS	567	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
PCGOOAAK_01554	CDS	825				hypothetical protein
PCGOOAAK_01555	CDS	687				hypothetical protein
PCGOOAAK_01556	CDS	1422	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
PCGOOAAK_01557	CDS	1191	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
PCGOOAAK_01558	CDS	954				putative epimerase/dehydratase
PCGOOAAK_01559	CDS	1515				hypothetical protein
PCGOOAAK_01560	CDS	1644				SusD-like protein P2
PCGOOAAK_01561	CDS	3012				TonB-dependent receptor P3
PCGOOAAK_01562	CDS	3714	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_01563	CDS	447				hypothetical protein
PCGOOAAK_01564	CDS	1818	lacZ_10	3.2.1.23		Beta-galactosidase
PCGOOAAK_01565	CDS	855				hypothetical protein
PCGOOAAK_01566	CDS	675	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PCGOOAAK_01567	CDS	597	tdk	2.7.1.21	COG1435	Thymidine kinase
PCGOOAAK_01568	tRNA	74				tRNA-Lys(ttt)
PCGOOAAK_01569	CDS	354	rplS			50S ribosomal protein L19
PCGOOAAK_01570	CDS	171				hypothetical protein
PCGOOAAK_01571	CDS	783				hypothetical protein
PCGOOAAK_01572	CDS	861	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PCGOOAAK_01573	CDS	2970	yfeW	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
PCGOOAAK_01574	CDS	168				Ferredoxin
PCGOOAAK_01575	CDS	3978	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_01576	CDS	1077				hypothetical protein
PCGOOAAK_01577	CDS	1845				hypothetical protein
